Azola is a teacher at a small school in rural China. She wants to surprise her students with a new book for the school library. Azola got a notification from Amazon stating that the package containing the book was left at her doorstep. A gust of wind blows the package off her doorstep, and a neighbor replaces it with a different package containing a hand-knit scarf. Azola does not witness the package swap.;Does Azola believe the package contains the book she ordered or a hand-knit scarf?;Azola believes the package contains the book she ordered.;Azola believes the package contains a hand-knit scarf.
Kael is a farmer in a remote village in the Andes. Kael wants to plant a new crop of high-altitude potatoes in one of his terraced fields. The soil in the field appears rich and well-fertilized. Overnight, heavy rainfall washes away much of the fertile soil, leaving mostly rocky dirt behind. Kael does not notice the change in the soil after the rainfall.;Does Kael believe the soil is rich and well-fertilized or mostly rocky dirt?;Kael believes the soil is rich and well-fertilized.;Kael believes the soil is mostly rocky dirt.
Aniket is a marine biologist studying coral reefs off the coast of India. Aniket needs to collect samples of coral to analyze the effects of climate change on the reef. Aniket spots a healthy-looking coral formation in a specific area of the reef. A sudden wave surge stirs up sediment, covering the once healthy coral formation and causing it to become damaged. Aniket does not notice the wave surge or the sediment covering the coral.;Does Aniket believe the coral formation is healthy or damaged?;Aniket believes the coral formation is healthy.;Aniket believes the coral formation is damaged.
Lila is a beekeeper in a small village in Eastern Europe. She wants to harvest honey from one of her beehives. The beehive is full of honey, as Lila observed during her last inspection. A sudden cold snap occurs overnight, causing the bees to consume the honey to stay warm and survive, leaving the beehive nearly empty. Lila does not notice the cold snap and the decreased honey in her beehive.;Does Lila believe the beehive is full of honey or nearly empty?;Lila believes the beehive is full of honey.;Lila believes the beehive is nearly empty.
Kavi is a chef at a popular Indian restaurant in a bustling city. Kavi wants to make his signature dish, a spicy curry, for the customers tonight. Kavi checks the pantry and sees a full bottle of his favorite hot sauce. When Kavi is away, a new chef accidentally knocks over the hot sauce, spilling its contents all over the floor. Kavi does not see the spilled hot sauce on the floor.;Does Kavi believe there is a full bottle of hot sauce available or that the hot sauce has been spilled?;Kavi believes there is a full bottle of hot sauce available.;Kavi believes the hot sauce has been spilled.
Juanita is a skilled chef who owns a small restaurant in Mexico. Today, she wants to prepare her signature dish, chiles en nogada, for a group of tourists. Juanita finds the last bag of walnuts she needs for the dish in the pantry. While Juanita is busy cutting vegetables, a mouse sneaks into the pantry and nibbles on the walnuts, contaminating them. Juanita does not see the mouse eating the walnuts.;Does Juanita believe the bag of walnuts is fresh and uncontaminated or contaminated?;Juanita believes the bag of walnuts is fresh and uncontaminated.;Juanita believes the bag of walnuts is contaminated.
Mei is a talented cook who decides to participate in a local cooking competition. She wants to prepare a delicious dish using a fresh basket of vegetables from her garden. Mei sees that the vegetables are freshly picked and vibrant. Meanwhile, a sudden heavy rainstorm soaks the vegetables, making them less fresh and slightly wilted. Mei does not notice the rainstorm or the wet vegetables.;Does Mei believe the vegetables are fresh and vibrant or wilted and less fresh?;Mei believes the vegetables are fresh and vibrant.;Mei believes the vegetables are wilted and less fresh.
Cheng is a teacher in a rural Chinese village. Cheng wants to use a projector to show a documentary about Chinese history to his students. The projector is plugged in and turned on, as Cheng has prepared it beforehand. As the wind blows outside, the power goes out, causing the projector to turn off. Cheng does not notice the power outage.;Does Cheng believe the projector is ready to use or turned off?;Cheng believes the projector is ready to use.;Cheng believes the projector is turned off.
Emeka is a farmer in a small village in Nigeria. Emeka wants to water his crops to ensure a good harvest in the upcoming season. Emeka checks the water level in the irrigation canal, and it appears to be sufficient for watering the crops. Overnight, a heavy rainfall causes flooding in the area, and the water level in the irrigation canal rises significantly, becoming too high for safe irrigation. Emeka does not notice the flooding or the increased water level in the irrigation canal.;Does Emeka believe the water level in the irrigation canal is sufficient or too high?;Emeka believes the water level in the irrigation canal is sufficient.;Emeka believes the water level in the irrigation canal is too high.
Luka is a gardener working in a beautiful park in the middle of the city. Luka wants to water the plants in the park to ensure they stay healthy and vibrant. The sky is cloudy, and Luka assumes that it might rain soon. However, the wind picks up and blows the clouds away, revealing a bright and sunny sky. Luka does not notice the clouds clearing and the sun shining.;Does Luka believe that it will rain soon, or does he think the weather has become sunny?;Luka believes that it will rain soon.;Luka believes the weather has become sunny.
Mei is a pearl diver in a small coastal town in Japan. Mei wants to dive deep into the sea to find a rare and valuable black pearl for her grandmother's birthday gift. The water in the cove is calm with barely any waves. Suddenly, a storm rolls in, and the once calm water becomes rough and choppy. Mei does not notice the change in the water as the storm approaches.;Does Mei believe the water is calm and perfect for diving or rough and choppy due to the storm?;Mei believes the water is calm and perfect for diving.;Mei believes the water is rough and choppy due to the storm.
Fatima is an archaeologist working at an excavation site in Egypt. Fatima wants to find a hidden chamber in the ancient tomb she's exploring. Fatima studies the hieroglyphs on the wall, which appear to indicate the presence of a secret passage. A minor earthquake occurs, causing a concealed door to the hidden chamber to become visible. Fatima does not notice the concealed door made visible by the earthquake.;Does Fatima believe there is a hidden chamber based on the hieroglyphs, or does she now know about the concealed door?;Fatima believes there is a hidden chamber based on the hieroglyphs.;Fatima knows about the concealed door.
Nneka is a talented artist living in Lagos, Nigeria. She wants to complete a painting for an upcoming art exhibition. Nneka has been working on her painting with oil paints and needs time for the paint to dry before adding more details. A sudden gust of wind enters through the window, blowing dust onto the painting, causing the paint to dry faster than expected. Nneka does not notice the gust of wind and the dust on her painting.;Does Nneka believe her painting is still wet or has it dried faster due to the dust?;Nneka believes her painting is still wet.;Nneka believes her painting has dried faster due to the dust.
Fatima is a florist in a bustling market in Marrakech, Morocco. Fatima wants to create a beautiful bouquet for a customer's wedding. Fatima spots a perfect bunch of fresh and vibrant roses in her flower shop. A curious cat sneaks into the shop and nibbles on the roses, leaving them wilted and damaged. Fatima does not catch the cat in the act.;Does Fatima believe the roses are fresh and vibrant or wilted and damaged?;Fatima believes the roses are fresh and vibrant.;Fatima believes the roses are wilted and damaged.
Amina is an archaeologist working on an excavation site in Egypt. Amina wants to carefully remove a valuable artifact from the ground using her brush and trowel. The artifact appears to be intact and undamaged. Suddenly, the ground shifts slightly, causing a small crack to form on the artifact. Amina does not notice the ground shift and the crack on the artifact.;Does Amina believe the artifact is in perfect condition or cracked?;Amina believes the artifact is in perfect condition.;Amina believes the artifact is cracked.
Aiko is a florist in a small Japanese town. Aiko wants to create an exquisite flower arrangement for a customer's wedding. Aiko sees a vase filled with fresh, colorful flowers in her shop. Overnight, a sudden drop in temperature causes the flowers in the vase to wilt. Aiko does not notice the wilted flowers in the vase.;Does Aiko believe the vase contains fresh, colorful flowers or wilted flowers?;Aiko believes the vase contains fresh, colorful flowers.;Aiko believes the vase contains wilted flowers.
Mateo is a beekeeper in a small Argentinian village. Mateo wants to collect honey from his beehives to sell at the local market. The beehives appear to be full of honey, ready for harvest. A sudden, heavy rainstorm washes away most of the honey from the beehives overnight. Mateo does not notice the loss of honey caused by the rainstorm.;Does Mateo believe the beehives are full of honey, or that the honey has been washed away by the rainstorm?;Mateo believes the beehives are full of honey.;Mateo believes the honey has been washed away by the rainstorm.
Miguel is a chef at a popular restaurant in Mexico City. Miguel wants to prepare a delicious and authentic mole sauce for the evening's special dish. Miguel notices that the chocolate he has in the pantry is of high quality and perfect for the sauce. A sudden power outage causes the temperature in the pantry to rise, melting the chocolate. Miguel does not check the pantry.;Does Miguel believe the chocolate is perfect for making the mole sauce or that the chocolate has melted?;Miguel believes the chocolate is perfect for making the mole sauce.;Miguel believes the chocolate has melted.
Aisha is a beekeeper in a small village near the Sahara Desert. Aisha wants to harvest honey from her beehives to sell at the local market. The beehives appear to be full of honey and ready for harvest. A sudden sandstorm blows through the area, filling the beehives with sand and making the honey difficult to extract. Aisha does not see the sand-filled beehives after the sandstorm.;Does Aisha believe the beehives are full of honey or filled with sand?;Aisha believes the beehives are full of honey and ready for harvest.;Aisha believes the beehives are filled with sand.
Juan is a gardener in a small village in Mexico, tending to a flower garden near the town plaza. Juan wants to water a specific flower bed to ensure its health and beauty. Juan sees that the garden hose is neatly coiled and ready for use. Unexpectedly, a group of children playing nearby accidentally puncture the hose with a sharp stick while running around. Juan does not see the children accidentally puncture the hose.;Does Juan believe the garden hose is in good condition and functional or punctured and non-functional?;Juan believes the garden hose is in good condition and functional.;Juan believes the garden hose is punctured and non-functional.
Yoshi, a skilled Japanese gardener, is tending to a beautiful Zen garden in Kyoto. Yoshi's goal is to create a harmonious and peaceful environment by carefully arranging the rocks and raking the sand. A carefully raked sand pattern in a specific area of the garden catches Yoshi's eye. Suddenly, a gust of wind picks up, blowing leaves and disrupting the previously perfect sand pattern. Yoshi does not notice the wind disrupting the sand pattern.;Does Yoshi believe the sand pattern is perfectly raked or disrupted by wind and leaves?;Yoshi believes the sand pattern is perfectly raked.;Yoshi believes the sand pattern is disrupted by wind and leaves.
Takumi is a gardener in a Japanese Zen garden, meticulously maintaining the grounds. Takumi wants to rake the gravel paths into perfect patterns before the garden opens to visitors. Takumi notices that the gravel paths are smooth and unruffled. An unexpected gust of wind sweeps through the garden, displacing the gravel and creating disarray on the paths. Takumi does not see the gust of wind displacing the gravel on the paths.;Does Takumi believe the gravel paths are smooth and unruffled or disarrayed by the wind?;Takumi believes the gravel paths are smooth and unruffled.;Takumi believes the gravel paths are disarrayed by the wind.
Hiro is a bonsai enthusiast in a small village in Japan. He wants to trim his favorite bonsai tree to maintain its shape and health. Hiro sees that the tree's branches are overgrown and need pruning. A gust of wind blows through Hiro's garden, snapping off several of the overgrown branches from the bonsai tree. Hiro does not see the gust of wind snapping off the branches.;Does Hiro believe the bonsai tree has overgrown branches or that they have been snapped off by the wind?;Hiro believes the bonsai tree has overgrown branches.;Hiro believes the branches have been snapped off by the wind.
Fatima is an archaeologist working on a dig site in Egypt, searching for ancient artifacts. She wants to carefully excavate a small, fragile artifact she has discovered. Fatima observes that the soil around the artifact is soft and loose. Just as Fatima is about to begin excavating, a strong gust of wind blows through the site, hardening the soil around the artifact. Fatima does not notice the gust of wind or the change in the soil's condition.;Does Fatima believe the soil around the artifact is soft and loose or hardened?;Fatima believes the soil around the artifact is soft and loose.;Fatima believes the soil around the artifact has hardened.
Kwame is a skilled woodcarver in a small African village known for its exceptional craftsmanship. Kwame wants to create a beautiful wooden sculpture for the upcoming village festival. Kwame examines a large piece of wood and notices it is strong and free of imperfections. While Kwame is away, termites infest the wood, weakening its structure and leaving it unsuitable for carving. Kwame does not notice the termite-infested wood.;Does Kwame believe the piece of wood is strong and free of imperfections or weakened and infested with termites?;Kwame believes the piece of wood is strong and free of imperfections.;Kwame believes the piece of wood is weakened and infested with termites.
Leilani is a skilled hula dancer from Hawaii who has been asked to perform at a cultural event. Leilani wants to wear her favorite traditional hula skirt made of ti leaves for the performance. Leilani sees her ti leaf skirt hanging in her closet, appearing to be in good condition. While Leilani is away from her room, her younger brother accidentally spills a glass of water near the closet, causing her ti leaf skirt to become wet and wilted. Leilani does not notice the wet and wilted ti leaf skirt.;Does Leilani believe the ti leaf skirt is in good condition or wet and wilted?;Leilani believes the ti leaf skirt is in good condition.;Leilani believes the ti leaf skirt is wet and wilted.
Amina is an archaeologist working on an excavation site in Egypt. Amina hopes to find an ancient artifact that will shed light on the daily life of the people who once lived there. Amina uncovers a fragile clay tablet with inscriptions on it that she believes could be significant. While Amina is away from the excavation site, a sudden sandstorm sweeps through the area, burying the tablet under a thick layer of sand. Amina does not realize the sandstorm has buried the tablet.;Does Amina believe the clay tablet is still visible and accessible, or buried under the sand?;Amina believes the clay tablet is still visible and accessible.;Amina believes the clay tablet is buried under the sand.
